,Vehicle_Model,Mileage,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
17297,Car,72029,4,2,Diesel,Manual,2000,New,Good,Weak,1
17298,Car,31558,0,6,Diesel,Automatic,2500,New,New,Weak,1
17299,Bus,61098,1,2,Diesel,Automatic,2000,New,Good,New,0
17300,SUV,38305,3,5,Electric,Automatic,1000,Worn Out,New,Weak,1
17301,Bus,50166,1,1,Petrol,Manual,800,Worn Out,New,New,0
17302,Van,39535,0,9,Petrol,Automatic,1000,Worn Out,New,Good,0
17303,Car,59718,4,8,Diesel,Manual,1500,Good,Worn Out,Weak,1
17304,SUV,53687,4,7,Petrol,Automatic,2000,Good,Worn Out,Weak,1
17305,Car,66842,2,7,Diesel,Automatic,800,New,Good,Good,0
17306,Motorcycle,61860,3,7,Electric,Automatic,2500,New,Good,New,1
17307,Truck,31200,5,2,Diesel,Manual,1500,New,New,New,1
17308,Motorcycle,61773,0,1,Petrol,Automatic,1500,Worn Out,Worn Out,Weak,1
17309,Motorcycle,59897,2,6,Diesel,Manual,800,Worn Out,Worn Out,Weak,1
17310,Motorcycle,31932,5,6,Diesel,Manual,1500,Worn Out,Good,Weak,1
17311,Van,50730,2,5,Diesel,Manual,1500,Worn Out,New,New,1
17312,Truck,71525,2,7,Electric,Manual,1000,New,Good,Good,1
17313,Motorcycle,68152,0,10,Diesel,Manual,1500,Good,Good,New,0
17314,Van,68196,0,7,Diesel,Manual,2500,New,Worn Out,Weak,1
17315,Van,37924,3,1,Electric,Automatic,1500,New,New,Weak,1
17316,Truck,35846,1,10,Petrol,Automatic,2000,Worn Out,New,Weak,1
17317,Bus,34160,1,4,Petrol,Automatic,800,Worn Out,New,Good,0
17318,Car,59219,4,7,Diesel,Manual,1500,New,New,Good,1
17319,Motorcycle,51204,5,3,Electric,Manual,2500,Good,Worn Out,New,1
17320,Truck,34323,1,8,Petrol,Manual,2500,Good,Good,New,0
17321,Van,41255,1,2,Diesel,Automatic,1500,Worn Out,New,New,0
17322,SUV,67530,1,3,Electric,Automatic,2000,New,Worn Out,Weak,1
17323,Truck,46971,2,2,Petrol,Automatic,2000,New,Good,Good,0
17324,Van,59747,2,9,Electric,Automatic,2000,Worn Out,Worn Out,New,1
17325,Bus,47305,4,4,Petrol,Manual,1500,Good,New,New,1
17326,Truck,33396,5,2,Petrol,Manual,1500,New,Worn Out,New,1
17327,SUV,70422,1,3,Electric,Automatic,2500,Good,Good,New,0
17328,SUV,72080,0,5,Electric,Automatic,1000,Good,Good,New,0
17329,Van,52749,2,4,Electric,Manual,2500,New,New,New,0
17330,Bus,64938,5,3,Petrol,Manual,1000,Worn Out,Good,New,1
17331,Van,55287,4,5,Diesel,Manual,1500,Good,Good,Weak,1
17332,Van,71189,4,6,Petrol,Automatic,800,New,Worn Out,Good,1
17333,Truck,32264,4,2,Diesel,Automatic,800,Worn Out,Good,New,1
17334,Bus,61446,2,1,Electric,Manual,2000,Good,New,New,1
17335,Bus,38811,0,9,Diesel,Manual,1500,Worn Out,New,New,1
17336,Truck,47250,3,1,Electric,Automatic,800,Good,Good,New,1
17337,Bus,37883,5,6,Petrol,Automatic,2000,Good,New,Good,1
17338,SUV,78672,1,5,Electric,Manual,1000,New,Worn Out,Good,1
17339,Bus,55397,4,4,Diesel,Automatic,2500,Good,Good,Weak,1
17340,Truck,34408,0,6,Electric,Manual,800,New,Worn Out,Weak,1
17341,Truck,78281,3,1,Electric,Manual,800,Good,Worn Out,Weak,1
17342,Bus,54186,0,3,Petrol,Automatic,1000,Good,Good,Good,0
17343,Car,52728,2,2,Electric,Manual,1500,New,Worn Out,Weak,1
17344,Motorcycle,72698,4,1,Diesel,Manual,1500,New,Worn Out,New,1
17345,Bus,68296,0,4,Diesel,Manual,1000,Good,New,Good,1
17346,Motorcycle,59906,0,4,Electric,Automatic,1500,New,New,Good,0
17347,Motorcycle,58120,5,6,Electric,Manual,1500,New,New,Weak,1
17348,Car,64331,2,7,Petrol,Automatic,1000,Worn Out,Good,New,1
17349,Bus,60688,4,4,Diesel,Automatic,1000,New,Worn Out,Good,1
17350,Van,45407,1,5,Diesel,Automatic,2000,New,New,Good,0
17351,Van,78009,0,3,Diesel,Manual,1500,Good,Worn Out,Good,1
17352,Motorcycle,41246,1,1,Diesel,Manual,2000,Worn Out,Good,Weak,1
17353,Van,32272,3,9,Diesel,Automatic,2500,New,New,New,0
17354,Motorcycle,42076,5,6,Electric,Automatic,2000,Worn Out,Good,New,1
17355,SUV,52464,2,7,Diesel,Automatic,1500,Good,New,Good,1
17356,Truck,68191,2,8,Diesel,Manual,2500,Good,Worn Out,Good,1
17357,Car,56267,1,1,Diesel,Manual,1500,Worn Out,Worn Out,New,1
17358,Car,32790,3,2,Diesel,Manual,800,New,Good,Good,0
17359,Car,60953,1,3,Petrol,Manual,1000,Worn Out,Worn Out,Good,1
17360,Car,54682,4,8,Electric,Manual,1500,New,Good,Good,1
17361,Truck,77037,3,6,Electric,Automatic,1000,Worn Out,Worn Out,Weak,1
17362,Motorcycle,60985,2,2,Petrol,Manual,2000,Good,Worn Out,Weak,1
17363,Van,69690,2,1,Diesel,Automatic,2000,Good,Worn Out,New,1
17364,Motorcycle,56209,0,3,Diesel,Automatic,1000,Good,Worn Out,Weak,1
17365,Motorcycle,68150,3,1,Electric,Manual,2000,New,New,Good,0
17366,SUV,64934,5,7,Petrol,Manual,1000,New,Good,New,1
17367,Car,73810,0,4,Diesel,Automatic,800,Good,New,Good,0
17368,Bus,33318,0,9,Diesel,Manual,2000,New,Worn Out,New,1
17369,Bus,37203,2,8,Diesel,Automatic,1500,Good,Good,Good,1
17370,Car,34650,1,5,Electric,Manual,1500,Good,Worn Out,Good,1
17371,Truck,36620,5,3,Diesel,Manual,1500,Good,Worn Out,Weak,1
17372,Van,73556,5,2,Diesel,Manual,1500,New,Worn Out,Good,1
17373,Motorcycle,62744,5,7,Electric,Manual,1500,New,Good,New,1
17374,Car,36956,5,9,Diesel,Manual,800,New,New,Good,1
17375,Car,53493,3,5,Petrol,Automatic,1500,Good,New,Weak,1
17376,Motorcycle,55676,5,8,Electric,Manual,1500,Worn Out,Worn Out,Good,1
17377,Car,44708,3,6,Electric,Automatic,1000,New,New,New,1
17378,Bus,56745,3,6,Diesel,Automatic,2000,Worn Out,New,Good,0
17379,SUV,45749,4,10,Petrol,Manual,800,New,New,Good,1
17380,Truck,70112,4,5,Petrol,Automatic,2000,Good,Worn Out,Weak,1
17381,Truck,45203,1,3,Electric,Manual,2500,New,Good,Good,0
17382,Truck,57216,3,9,Electric,Manual,1000,Good,Good,New,0
17383,Motorcycle,44657,1,6,Petrol,Manual,1500,Good,Good,Good,0
17384,SUV,32323,4,1,Petrol,Manual,1500,Good,Worn Out,New,1
17385,Car,60039,5,1,Electric,Automatic,2000,Worn Out,New,Weak,1
17386,SUV,72372,1,2,Diesel,Automatic,800,Good,Good,New,0
17387,Bus,62710,1,9,Diesel,Manual,1000,Worn Out,Worn Out,New,1
17388,Van,49369,3,6,Petrol,Manual,2500,Worn Out,Good,Good,1
17389,Motorcycle,50280,4,10,Electric,Manual,2500,New,New,Good,1
17390,Car,57618,0,3,Diesel,Manual,2500,Good,Worn Out,Weak,1
17391,Bus,66152,4,6,Diesel,Manual,2000,Good,Good,New,1
17392,Car,52973,0,7,Electric,Automatic,800,New,New,Weak,1
17393,Car,43424,1,3,Electric,Automatic,800,Good,Worn Out,New,1
17394,Truck,41801,2,10,Petrol,Manual,1000,Worn Out,Good,Weak,1
17395,Bus,54737,4,10,Petrol,Automatic,1500,Worn Out,Worn Out,Weak,1
17396,Truck,45149,4,9,Diesel,Manual,2500,Worn Out,Good,New,1
17397,Motorcycle,59194,0,1,Petrol,Manual,1500,Good,New,New,0
17398,SUV,73772,5,8,Petrol,Automatic,2000,Worn Out,New,Weak,1
17399,Car,44615,4,10,Petrol,Automatic,2000,Good,Good,Good,1
17400,Van,75496,0,4,Electric,Manual,2000,New,Good,Good,1
17401,Motorcycle,72424,4,6,Petrol,Automatic,1500,New,New,New,1
17402,Motorcycle,75887,4,2,Petrol,Manual,2000,New,Good,Good,1
17403,Bus,73897,1,7,Electric,Manual,2000,Good,Worn Out,Weak,1
17404,Motorcycle,31263,5,5,Petrol,Automatic,1500,New,New,Weak,1
17405,Motorcycle,69558,4,7,Petrol,Manual,1500,New,Good,Weak,1
17406,Motorcycle,66785,1,9,Diesel,Manual,2000,Good,Worn Out,New,1
17407,Van,37116,4,5,Electric,Automatic,1500,Worn Out,Worn Out,New,1
17408,Car,47912,1,6,Electric,Manual,1000,New,New,New,0
17409,SUV,68291,0,8,Petrol,Automatic,1000,Good,Worn Out,Good,1
17410,Motorcycle,32653,0,2,Petrol,Automatic,1500,New,New,Weak,1
17411,Motorcycle,38301,1,5,Petrol,Manual,1500,New,Good,New,0
17412,Motorcycle,47257,1,9,Petrol,Automatic,800,New,Good,Weak,1
17413,SUV,47640,4,5,Diesel,Manual,2000,Good,Good,Good,1
17414,Car,65844,1,9,Petrol,Manual,1000,Worn Out,Worn Out,New,1
17415,SUV,52043,0,10,Petrol,Automatic,2000,Worn Out,New,Good,0
17416,SUV,31669,5,5,Electric,Manual,1500,Good,Worn Out,Good,1
17417,Motorcycle,33948,4,7,Petrol,Manual,1000,New,Good,Weak,1
17418,SUV,50669,2,1,Petrol,Automatic,2500,Good,New,New,1
17419,Motorcycle,69933,2,1,Petrol,Automatic,1000,New,New,New,1
17420,Bus,39490,1,7,Petrol,Manual,2500,Worn Out,New,New,1
17421,Motorcycle,62717,2,3,Petrol,Automatic,800,Good,Good,Weak,1
17422,Car,74053,2,1,Electric,Manual,2500,New,Worn Out,Weak,1
17423,Bus,31255,5,7,Electric,Automatic,1000,New,Good,Good,1
17424,Car,34400,3,10,Diesel,Manual,1500,Worn Out,Good,Weak,1
17425,Van,43424,5,3,Electric,Automatic,1500,Worn Out,New,Weak,1
17426,SUV,76662,5,9,Petrol,Automatic,800,Worn Out,New,New,1
17427,Motorcycle,30734,3,5,Electric,Automatic,2500,Good,Worn Out,Good,1
17428,Van,33787,2,7,Electric,Manual,1500,Good,Good,Good,1
17429,SUV,66166,5,5,Electric,Manual,1500,Good,Worn Out,New,1
17430,Bus,65125,4,7,Diesel,Automatic,800,Good,Worn Out,Good,1
17431,Car,36080,0,3,Electric,Automatic,1000,New,Worn Out,Good,1
17432,Bus,44597,3,7,Petrol,Automatic,800,New,Good,Good,1
17433,Motorcycle,65349,3,3,Diesel,Manual,1000,Worn Out,Worn Out,New,1
17434,SUV,56669,4,6,Petrol,Manual,800,Worn Out,Good,New,1
17435,Van,56083,3,9,Petrol,Manual,2500,Worn Out,Good,New,1
17436,Truck,76662,0,1,Electric,Automatic,2000,New,Worn Out,Weak,1
17437,Van,49448,5,6,Electric,Automatic,1500,Worn Out,Good,Weak,1
17438,Car,54957,5,5,Petrol,Automatic,1500,New,New,Weak,1
17439,SUV,32983,1,4,Electric,Automatic,2500,Worn Out,New,Good,1
17440,Truck,47281,2,2,Diesel,Manual,1000,New,Good,New,1
17441,Car,69173,4,6,Petrol,Manual,2500,New,Good,New,1
17442,SUV,54678,5,3,Petrol,Manual,2500,Worn Out,Good,Weak,1
17443,Car,45077,2,2,Diesel,Manual,2000,Good,Good,Weak,1
17444,Motorcycle,45208,0,2,Petrol,Automatic,2500,Worn Out,Worn Out,Weak,1
17445,Motorcycle,63224,4,10,Petrol,Automatic,800,New,Good,Good,1
17446,Motorcycle,60271,0,3,Petrol,Manual,1500,Good,New,Good,0
17447,Car,66910,5,3,Petrol,Manual,2500,Good,Worn Out,Weak,1
17448,Truck,40148,5,1,Electric,Automatic,2000,New,Worn Out,Weak,1
17449,Motorcycle,52599,0,9,Petrol,Manual,2000,Good,New,Good,0
17450,Van,69713,5,5,Electric,Automatic,2500,Good,Good,New,1
17451,Motorcycle,67698,3,2,Diesel,Manual,800,Worn Out,Good,Good,1
17452,SUV,39372,2,4,Electric,Manual,1500,Good,Worn Out,Good,1
17453,SUV,39696,2,8,Diesel,Manual,1500,Worn Out,Good,Good,1
17454,Truck,76293,5,9,Petrol,Automatic,2500,Worn Out,Worn Out,Weak,1
17455,Bus,75571,2,2,Diesel,Automatic,1000,Good,Good,Weak,1
17456,Car,76595,0,7,Petrol,Manual,2000,New,Worn Out,Weak,1
17457,Bus,40216,5,4,Petrol,Manual,1500,Worn Out,Worn Out,New,1
17458,Car,79286,3,7,Petrol,Automatic,2500,Good,New,Weak,1
17459,Car,49940,5,8,Electric,Automatic,800,Worn Out,Worn Out,Good,1
17460,Bus,72534,4,7,Petrol,Automatic,800,Worn Out,Good,New,1
17461,Truck,58135,1,8,Diesel,Manual,2000,Good,New,New,0
17462,Bus,73019,0,5,Diesel,Manual,2000,Worn Out,Worn Out,Good,1
17463,Motorcycle,74637,1,5,Petrol,Automatic,2000,Worn Out,Good,New,0
17464,Truck,68563,5,5,Diesel,Manual,1000,Worn Out,New,New,1
17465,SUV,44234,0,6,Petrol,Manual,1500,Worn Out,New,Weak,1
17466,SUV,79402,2,5,Diesel,Automatic,2000,New,New,Good,0
17467,Motorcycle,35441,0,10,Diesel,Automatic,800,Worn Out,Good,Good,0
17468,Car,64337,0,6,Petrol,Manual,1000,Worn Out,Worn Out,Good,1
17469,Van,53947,1,10,Petrol,Manual,2000,New,Worn Out,New,1
17470,Van,31780,3,3,Electric,Manual,2500,Worn Out,Worn Out,New,1
17471,Truck,72313,2,7,Diesel,Automatic,2000,New,Good,Weak,1
17472,SUV,62124,3,8,Diesel,Automatic,2000,Good,New,Weak,1
17473,Car,47042,2,1,Electric,Manual,2500,Worn Out,New,New,0
17474,SUV,43958,0,1,Petrol,Automatic,800,New,New,Weak,1
17475,SUV,47744,0,4,Diesel,Manual,800,New,Good,New,1
17476,Motorcycle,54206,5,8,Electric,Automatic,1000,New,Good,New,1
17477,Truck,41927,5,3,Electric,Automatic,800,Worn Out,New,Good,1
17478,Car,77569,1,7,Petrol,Manual,2500,New,Worn Out,New,1
17479,Truck,37110,0,9,Diesel,Manual,1000,Worn Out,Good,Good,0
17480,Truck,30820,2,5,Petrol,Automatic,1500,Good,New,Good,1
17481,Car,55593,1,6,Electric,Automatic,1000,New,New,New,0
17482,Car,32504,4,9,Electric,Automatic,800,New,New,New,1
17483,Car,47461,0,3,Electric,Manual,2500,Good,New,Weak,1
17484,Bus,46919,4,5,Electric,Automatic,1500,Good,New,Weak,1
17485,Truck,36014,5,8,Diesel,Automatic,2500,New,New,Weak,1
17486,SUV,58339,3,6,Electric,Automatic,1500,Good,New,Weak,1
17487,Car,32072,5,10,Petrol,Manual,1500,Worn Out,Worn Out,Good,1
17488,SUV,64092,5,5,Petrol,Automatic,1500,Worn Out,Worn Out,Weak,1
17489,Car,75921,1,10,Petrol,Manual,1000,New,New,New,1
17490,Bus,42689,5,8,Electric,Automatic,2500,Worn Out,Worn Out,Weak,1
17491,Bus,55872,5,6,Electric,Manual,1000,Good,Good,New,1
17492,Motorcycle,53366,0,8,Petrol,Automatic,1000,New,New,Weak,1
17493,Motorcycle,71405,0,1,Electric,Manual,2000,Good,New,Good,1
17494,Bus,65877,4,4,Diesel,Automatic,1000,New,New,Good,1
17495,Van,42662,1,4,Petrol,Automatic,2000,Good,New,Good,0
17496,Bus,73685,3,5,Diesel,Automatic,1500,Good,New,New,1
17497,Bus,40194,2,4,Petrol,Manual,1500,Good,Good,New,0
17498,Motorcycle,63154,1,6,Electric,Manual,2500,Good,Good,Good,0
17499,Truck,62480,3,1,Petrol,Manual,1500,Good,Worn Out,Good,1
17500,Bus,46375,2,9,Petrol,Automatic,1000,New,Worn Out,Weak,1
17501,Truck,49497,3,10,Petrol,Automatic,1000,Worn Out,Worn Out,Good,1
17502,Truck,75727,4,1,Diesel,Automatic,2000,Worn Out,New,Good,1
17503,Motorcycle,39740,4,6,Petrol,Manual,2500,Worn Out,New,Good,1
17504,SUV,50023,4,7,Diesel,Automatic,800,Worn Out,Worn Out,Good,1
17505,Bus,37329,4,2,Diesel,Manual,1000,Good,Worn Out,New,1
17506,Truck,32056,0,1,Diesel,Manual,2000,Good,Worn Out,New,1
17507,Car,38224,4,4,Diesel,Manual,1500,New,New,New,1
17508,Motorcycle,64857,1,8,Diesel,Automatic,1000,New,Good,Weak,1
17509,SUV,77433,0,6,Diesel,Manual,1000,Good,New,Good,0
17510,SUV,44639,4,9,Diesel,Automatic,1500,New,New,Good,1
17511,SUV,74658,4,9,Diesel,Automatic,800,Worn Out,Worn Out,New,1
17512,SUV,31171,3,4,Diesel,Manual,2500,Good,New,Good,0
17513,Van,67011,1,4,Electric,Automatic,2500,Good,New,New,0
17514,Motorcycle,32440,2,6,Diesel,Automatic,800,Worn Out,New,New,0
17515,Van,41487,3,9,Petrol,Manual,1500,Worn Out,New,Good,0
17516,SUV,36171,5,1,Diesel,Manual,1500,Worn Out,Worn Out,Weak,1
17517,Car,42935,5,8,Petrol,Automatic,1500,New,Good,Weak,1
17518,Bus,40130,4,4,Diesel,Automatic,800,Worn Out,New,Good,1
17519,Van,65117,2,4,Petrol,Automatic,1500,New,New,Weak,1
17520,Van,71479,4,4,Petrol,Manual,1000,Good,New,Weak,1
17521,Car,39670,5,10,Electric,Manual,1500,Worn Out,New,Weak,1
17522,Van,65122,5,9,Petrol,Manual,2000,Good,Worn Out,Weak,1
17523,Car,78931,1,1,Diesel,Manual,1000,Worn Out,Worn Out,Weak,1
17524,Motorcycle,37256,0,4,Diesel,Manual,1000,Good,New,New,0
17525,Bus,50880,3,8,Electric,Manual,1000,Good,Good,Weak,1
17526,Motorcycle,31943,2,8,Petrol,Automatic,2500,New,Worn Out,Weak,1
17527,SUV,76954,0,6,Electric,Manual,2500,New,Good,Weak,1
17528,Bus,63219,4,5,Diesel,Automatic,2000,New,New,Good,1
17529,Van,47488,2,1,Electric,Manual,2000,Good,Worn Out,New,1
17530,Car,66249,5,4,Petrol,Automatic,2500,New,Good,Weak,1
17531,Truck,43280,0,10,Diesel,Manual,800,Good,Worn Out,Good,1
17532,Car,37814,5,9,Diesel,Manual,2500,Worn Out,Worn Out,Weak,1
17533,SUV,53362,2,7,Electric,Manual,2500,Good,Worn Out,New,1
17534,Bus,78357,1,4,Petrol,Manual,800,Worn Out,Good,New,1
17535,Bus,30597,2,4,Petrol,Automatic,1000,New,Good,Good,0
17536,Bus,68324,0,10,Electric,Automatic,2000,Good,Good,Weak,1
17537,Truck,54769,5,7,Petrol,Manual,1000,New,New,Weak,1
17538,SUV,50257,1,5,Electric,Manual,1000,Worn Out,Worn Out,Weak,1
17539,Truck,66507,5,7,Petrol,Automatic,800,New,Worn Out,Weak,1
17540,Car,51393,0,5,Diesel,Automatic,2000,New,New,New,0
17541,Motorcycle,71689,1,2,Electric,Manual,800,Worn Out,Good,New,1
17542,SUV,63093,1,4,Electric,Automatic,2000,Good,New,Good,0
17543,Van,45178,5,6,Diesel,Manual,1500,Worn Out,Worn Out,New,1
17544,Truck,47534,3,6,Electric,Automatic,2000,New,Worn Out,Good,1
17545,SUV,44961,1,3,Petrol,Manual,800,Worn Out,New,Good,0
17546,Bus,31161,5,3,Electric,Automatic,2000,Good,Good,New,1
17547,Motorcycle,78821,0,3,Diesel,Automatic,2500,Worn Out,Worn Out,Weak,1
17548,Truck,34340,2,1,Electric,Manual,2500,Worn Out,Worn Out,Weak,1
17549,Car,48131,1,5,Petrol,Manual,1000,Worn Out,New,Weak,1
17550,Van,39202,0,8,Diesel,Manual,1500,Good,Good,New,0
17551,Van,68278,2,6,Petrol,Manual,2000,Good,Worn Out,Good,1
17552,Car,43996,4,10,Petrol,Manual,2000,Worn Out,Good,Weak,1
17553,Motorcycle,32536,5,8,Diesel,Automatic,1000,Good,Worn Out,Good,1
17554,Truck,79599,1,8,Electric,Manual,1500,New,Good,Good,0
17555,Bus,51530,3,6,Electric,Automatic,1000,Good,Good,Good,0
17556,Motorcycle,74718,4,10,Diesel,Manual,800,Good,New,New,1
17557,Truck,31093,3,6,Diesel,Automatic,2000,Worn Out,Worn Out,Weak,1
17558,SUV,33526,2,4,Diesel,Manual,1500,Good,New,Weak,1
17559,Motorcycle,72622,4,7,Petrol,Manual,2000,New,Worn Out,Good,1
17560,Car,73001,2,3,Petrol,Manual,800,New,Good,Weak,1
17561,Van,68120,4,1,Diesel,Manual,800,Good,Worn Out,Good,1
17562,Car,40832,0,9,Electric,Manual,2000,New,Good,New,0
17563,Car,31340,5,7,Electric,Manual,1000,Worn Out,Good,Good,1
17564,Bus,71576,4,2,Petrol,Automatic,2500,Good,Good,Good,1
17565,SUV,51779,5,7,Petrol,Automatic,1000,Good,New,New,1
17566,SUV,75269,0,5,Diesel,Manual,800,New,Worn Out,New,1
17567,Motorcycle,45837,0,3,Electric,Automatic,800,Worn Out,Worn Out,Weak,1
17568,Bus,62032,0,10,Electric,Manual,800,Worn Out,Worn Out,Weak,1
17569,SUV,64152,1,1,Petrol,Manual,2000,Good,Good,Good,0
17570,SUV,54755,4,2,Electric,Manual,800,New,Worn Out,Weak,1
17571,SUV,50261,5,1,Electric,Automatic,2000,New,Good,Good,1
17572,Truck,76169,3,10,Petrol,Manual,2500,Worn Out,New,Good,0
17573,Truck,35513,5,4,Electric,Manual,800,Good,New,Good,1
17574,Motorcycle,63805,4,1,Petrol,Manual,2500,Worn Out,Worn Out,Good,1
17575,SUV,50440,5,10,Diesel,Automatic,2500,New,New,New,1
17576,Car,43447,1,7,Diesel,Automatic,2500,New,Worn Out,Good,1
17577,Motorcycle,60414,0,6,Petrol,Automatic,1000,Good,New,Weak,1
17578,Motorcycle,72023,0,3,Diesel,Manual,2500,New,Worn Out,New,1
17579,Car,35632,1,4,Diesel,Manual,800,Worn Out,Good,Good,0
17580,Van,68802,4,2,Electric,Manual,800,Good,Good,Good,1
17581,Bus,75853,1,6,Diesel,Manual,2000,Good,New,Good,0
17582,Car,51086,4,4,Petrol,Manual,1000,Good,New,Weak,1
17583,Van,52403,4,10,Diesel,Manual,1500,Worn Out,New,Good,1
17584,Truck,54555,2,10,Electric,Manual,1000,Good,Good,New,1
17585,SUV,37077,5,10,Diesel,Automatic,1500,New,Worn Out,Weak,1
17586,Car,51146,5,6,Diesel,Automatic,800,Good,New,Weak,1
17587,Bus,49786,0,10,Diesel,Automatic,2500,New,New,Weak,1
17588,Car,69792,0,1,Petrol,Manual,1500,Worn Out,New,Good,1
17589,SUV,61187,0,6,Electric,Manual,1500,Worn Out,Good,New,0
17590,SUV,47205,0,2,Diesel,Manual,2000,New,Worn Out,Weak,1
17591,Car,66848,5,3,Diesel,Automatic,1500,Good,Good,Weak,1
17592,Truck,51853,3,8,Electric,Automatic,1000,Good,New,New,1
17593,Bus,56562,3,2,Petrol,Automatic,2500,Worn Out,New,New,1
17594,Bus,40641,4,1,Petrol,Manual,1500,Worn Out,Worn Out,Good,1
17595,Van,52679,2,8,Electric,Manual,1500,Good,New,Good,0
17596,Motorcycle,58544,2,8,Electric,Manual,800,Good,New,Weak,1
17597,Truck,60254,3,1,Diesel,Manual,1000,Worn Out,New,Weak,1
17598,Motorcycle,68909,2,3,Diesel,Automatic,1500,Good,Good,New,0
17599,Motorcycle,33929,4,7,Electric,Manual,1000,Worn Out,New,Good,1
17600,Car,50289,3,1,Diesel,Automatic,2000,Good,New,Good,0
17601,Motorcycle,52265,2,2,Diesel,Automatic,1500,New,New,New,0
17602,SUV,73367,5,7,Petrol,Manual,2000,New,New,Good,1
17603,SUV,36622,4,7,Electric,Manual,2500,New,New,New,1
17604,Car,36160,0,1,Electric,Automatic,2000,New,New,Weak,1
17605,Bus,31122,5,4,Diesel,Automatic,1000,New,Good,Weak,1
17606,Car,48102,2,7,Electric,Automatic,2000,Good,Worn Out,Good,1
17607,SUV,38637,1,6,Petrol,Manual,1500,Good,Good,New,0
17608,SUV,62273,5,5,Diesel,Manual,2000,New,Good,New,1
17609,Van,37570,1,1,Diesel,Automatic,2500,Good,Worn Out,New,1
17610,Motorcycle,31362,0,6,Petrol,Automatic,2500,Worn Out,Worn Out,New,1
17611,SUV,74111,1,9,Petrol,Manual,2500,Worn Out,New,New,0
17612,Motorcycle,74734,4,4,Petrol,Automatic,800,Good,New,New,1
17613,Bus,66807,0,9,Diesel,Automatic,2000,Worn Out,Good,Good,0
17614,Bus,42809,5,2,Diesel,Manual,2500,New,Worn Out,Good,1
17615,Car,40629,4,5,Petrol,Automatic,2000,Good,Good,Weak,1
17616,Car,50112,1,8,Diesel,Manual,2500,Good,Worn Out,New,1
17617,Motorcycle,39160,3,10,Electric,Automatic,2500,Good,Worn Out,New,1
17618,Truck,66747,3,7,Diesel,Automatic,2500,Good,Worn Out,Good,1
17619,Truck,31643,1,5,Petrol,Manual,2000,New,Good,Good,0
17620,Bus,32307,3,8,Electric,Manual,2000,Worn Out,Good,Weak,1
17621,Car,31726,2,5,Diesel,Manual,800,Good,New,Weak,1
17622,Van,39654,1,3,Diesel,Automatic,2500,Worn Out,Worn Out,New,1
17623,Van,69563,5,7,Petrol,Automatic,1500,New,Good,New,1
17624,Truck,44645,1,1,Electric,Automatic,2000,New,New,New,1
17625,Van,59020,4,9,Diesel,Automatic,2000,New,Good,New,1
17626,Bus,31440,4,10,Electric,Manual,800,Good,Good,Good,1
17627,Car,36743,2,2,Petrol,Manual,800,Good,Worn Out,Weak,1
17628,Car,71187,1,1,Diesel,Manual,1000,New,Good,New,0
17629,Motorcycle,75858,5,2,Diesel,Automatic,2000,Worn Out,New,Good,1
17630,Motorcycle,53015,4,3,Diesel,Automatic,800,Good,Good,Good,1
17631,Bus,50435,1,3,Petrol,Automatic,1000,New,Good,New,1
17632,Car,47554,1,7,Diesel,Automatic,2000,Worn Out,Good,New,0
17633,Bus,76975,1,4,Electric,Manual,1500,Good,Worn Out,Weak,1
17634,Van,79796,0,4,Petrol,Manual,2500,New,New,Weak,1
17635,Truck,69009,4,6,Diesel,Automatic,800,New,Worn Out,Good,1
17636,Car,46501,2,4,Electric,Manual,800,Worn Out,Good,Good,0
17637,Motorcycle,37985,3,6,Petrol,Manual,2000,New,New,Weak,1
17638,Motorcycle,62063,3,5,Petrol,Automatic,1000,Good,Worn Out,Weak,1
17639,Motorcycle,65503,5,10,Diesel,Automatic,2500,Worn Out,Worn Out,Good,1
17640,Van,32150,1,7,Electric,Automatic,2000,New,New,Good,0
17641,SUV,56635,3,8,Petrol,Automatic,1500,Worn Out,Good,New,1
17642,Van,32487,1,6,Petrol,Automatic,2500,New,Worn Out,Weak,1
17643,SUV,55107,4,7,Petrol,Automatic,800,New,New,Good,1
17644,Bus,78186,5,10,Petrol,Automatic,1000,Worn Out,Worn Out,Good,1
17645,Car,69394,2,4,Electric,Automatic,2500,Good,New,New,1
17646,Truck,37568,1,6,Diesel,Automatic,2500,Good,Worn Out,New,1
17647,Bus,51166,0,9,Petrol,Manual,1500,Good,New,New,1
17648,Bus,55500,0,7,Diesel,Manual,2500,Worn Out,Worn Out,Weak,1
17649,Truck,68355,5,2,Diesel,Automatic,2500,Worn Out,New,New,1
17650,Van,67729,3,5,Petrol,Automatic,1000,Good,Good,New,1
17651,Van,79073,3,4,Diesel,Automatic,2500,Good,New,New,1
17652,Car,73283,3,8,Diesel,Manual,1000,New,New,Good,1
17653,Truck,34969,5,5,Electric,Manual,2000,New,New,Good,1
17654,Car,42390,4,6,Diesel,Automatic,1500,New,Worn Out,New,1
17655,Bus,51351,1,7,Diesel,Manual,800,Good,New,Weak,1
17656,Motorcycle,60381,4,4,Petrol,Automatic,2000,New,Worn Out,Good,1
17657,Truck,41079,2,5,Diesel,Automatic,1500,Good,New,Weak,1
